query family beginR
chr3:41919431:41919566_1 L1MC5a LINE/L1
chr3:41921505:41921640 AluSx SINE/Alu
chr3:41921505:41921640_1 AluSx SINE/Alu
chr3:41921847:41921982 L3b LINE/CR1
chr3:41921847:41921982_1 L3b LINE/CR1
chr3:41922708:41922843 (A)n Simple_repeat
chr3:41922708:41922843_1 (A)n Simple_repeat
chr3:41922941:41923076 MADE1 DNA/TcMar-Mariner
chr3:41922941:41923076_1 MADE1 DNA/TcMar-Mariner
chr3:41923947:41924082 L1MEh LINE/L1
chr3:41926478:41926613 AluJb SINE/Alu
chr3:41926478:41926613_1 AluJb SINE/Alu
chr3:41927205:41927340 AluJb SINE/Alu
chr3:41927205:41927340_1 AluJb SINE/Alu
chr3:41927381:41927516 AluJb SINE/Alu
chr3:41927381:41927516_1 AluJb SINE/Alu
chr3:41927384:41927519 AluJb SINE/Alu
chr3:41927384:41927519_1 AluJb SINE/Alu
chr3:41928233:41928368 AluSx SINE/Alu
chr3:41928233:41928368_1 AluSx SINE/Alu
chr3:41928249:41928384 AluSx SINE/Alu
chr3:41928249:41928384_1 AluSx SINE/Alu
chr3:41929470:41929605 SVA_E Retroposon/SVA
chr3:41929470:41929605_1 SVA_E Retroposon/SVA
chr3:41929973:41930108 HAL1ME LINE/L1
chr3:41930311:41930446 HAL1ME LINE/L1
chr3:41930311:41930446_1 HAL1ME LINE/L1
chr3:41931405:41931540 L1MB7 LINE/L1
chr3:41931405:41931540_1 L1MB7 LINE/L1
chr3:41931683:41931818 L1MB7 LINE/L1
chr3:41931683:41931818_1 L1MB7 LINE/L1
chr3:41931683:41931818_1 A-rich Low_complexity
chr3:41931702:41931837 L1MB7 LINE/L1
chr3:41931702:41931837_1 L1MB7 LINE/L1
chr3:41932008:41932143 AluSx SINE/Alu
chr3:41932008:41932143_1 AluSx SINE/Alu
chr3:41932262:41932397 G-rich Low_complexity
chr3:41932262:41932397_1 G-rich Low_complexity
chr3:41932790:41932925 G-rich Low_complexity
chr3:41932790:41932925 (GGAG)n Simple_repeat
chr3:41932790:41932925_1 G-rich Low_complexity
chr3:41933321:41933456 AluSx SINE/Alu
chr3:41933321:41933456_1 AluSx SINE/Alu
chr3:41936600:41936735 7SLRNA srpRNA
chr3:41936600:41936735_1 7SLRNA srpRNA
chr3:41937822:41937957 AluSx SINE/Alu
chr3:41937822:41937957_1 AluSx SINE/Alu
chr3:41937976:41938111 AluSx SINE/Alu
chr3:41937976:41938111_1 AluSx SINE/Alu
chr3:41940599:41940734 U8 snRNA
chr3:41940599:41940734_1 U8 snRNA
chr3:41942430:41942565 MIRb SINE/MIR
chr3:41942430:41942565_1 MIRb SINE/MIR
chr3:41944012:41944147 AluSx SINE/Alu
chr3:41944012:41944147_1 AluSx SINE/Alu
chr3:41945012:41945147 AluSx SINE/Alu
chr3:41945012:41945147_1 AluSx SINE/Alu
chr3:41945076:41945211 (A)n Simple_repeat
chr3:41945076:41945211_1 (A)n Simple_repeat
chr3:41945804:41945939 AluJb SINE/Alu
chr3:41945804:41945939_1 AluJb SINE/Alu
chr3:41945873:41946008 A-rich Low_complexity
chr3:41945873:41946008_1 A-rich Low_complexity
chr3:41946240:41946375 L1M4 LINE/L1
chr3:41946240:41946375_1 L1M4 LINE/L1
chr3:41946413:41946548 L1M4 LINE/L1
chr3:41946413:41946548_1 L1M4 LINE/L1
chr3:41946835:41946970 L1M4 LINE/L1
chr3:41946835:41946970_1 L1M4 LINE/L1
chr3:41947226:41947361 L1M4 LINE/L1
chr3:41947226:41947361 AluSx SINE/Alu
chr3:41947226:41947361_1 L1M4 LINE/L1
chr3:41947226:41947361_1 AluSx SINE/Alu
chr3:41947253:41947388 AluSx SINE/Alu
chr3:41947253:41947388_1 AluSx SINE/Alu
chr3:41948187:41948322 AluY SINE/Alu
chr3:41948187:41948322_1 AluY SINE/Alu
chr3:41948310:41948445 AluSx SINE/Alu
chr3:41948310:41948445_1 AluSx SINE/Alu
chr3:41948395:41948530 AluSx SINE/Alu
chr3:41948395:41948530_1 AluSx SINE/Alu
chr3:41948398:41948533 AluSx SINE/Alu
chr3:41948398:41948533_1 AluSx SINE/Alu
chr3:41948725:41948860 L1MB7 LINE/L1
chr3:41948725:41948860 7SLRNA srpRNA
chr3:41948725:41948860_1 L1MB7 LINE/L1
chr3:41948725:41948860_1 7SLRNA srpRNA
chr3:41948742:41948877 AluJb SINE/Alu
chr3:41948742:41948877_1 AluJb SINE/Alu
chr3:41949965:41950100 AluSx SINE/Alu
chr3:41949965:41950100_1 AluSx SINE/Alu
chr3:41950244:41950379 AluSx SINE/Alu
chr3:41950244:41950379_1 AluSx SINE/Alu
chr3:41950283:41950418 AluSx SINE/Alu
chr3:41950283:41950418_1 AluSx SINE/Alu
chr3:41950452:41950587 AluSx SINE/Alu
chr3:41950452:41950587_1 AluSx SINE/Alu
chr3:41950464:41950599 AluSx SINE/Alu
chr3:41950464:41950599_1 AluSx SINE/Alu
chr3:41950905:41951040 AluSx SINE/Alu
chr3:41950905:41951040_1 AluSx SINE/Alu
chr3:41951118:41951253 AluSx SINE/Alu
chr3:41951118:41951253_1 AluSx SINE/Alu
chr3:41951384:41951519 AluSx SINE/Alu
chr3:41951384:41951519_1 AluSx SINE/Alu
chr3:41951479:41951614 AluSx SINE/Alu
chr3:41951479:41951614_1 AluSx SINE/Alu
chr3:41951508:41951643 AluSx SINE/Alu
chr3:41951508:41951643_1 AluSx SINE/Alu
chr3:41951884:41952019 AluJb SINE/Alu
chr3:41951884:41952019_1 AluJb SINE/Alu
chr3:41952235:41952370 AluJb SINE/Alu
chr3:41952235:41952370_1 AluJb SINE/Alu
chr3:41952377:41952512 AluSx SINE/Alu
chr3:41952377:41952512_1 AluSx SINE/Alu
chr3:41953496:41953631 AluJb SINE/Alu
chr3:41953496:41953631_1 AluJb SINE/Alu
chr3:41955845:41955980 L1M5 LINE/L1
chr3:41955845:41955980_1 L1M5 LINE/L1
chr3:41958093:41958228 AluJb SINE/Alu
chr3:41958093:41958228 (T)n Simple_repeat
chr3:41958093:41958228_1 AluJb SINE/Alu
chr3:41958093:41958228_1 (T)n Simple_repeat
chr3:41958827:41958962_1 SVA_B Retroposon/SVA
chr3:41958827:41958962_1 7SLRNA srpRNA
chr3:41959289:41959424 AluY SINE/Alu
chr3:41959289:41959424_1 AluY SINE/Alu
chr3:41959384:41959519 AluSx SINE/Alu
chr3:41959384:41959519 (AAAT)n Simple_repeat
chr3:41959384:41959519_1 AluSx SINE/Alu
chr3:41959384:41959519_1 (AAAT)n Simple_repeat
chr3:41962594:41962729 AluSx SINE/Alu
chr3:41962594:41962729_1 AluSx SINE/Alu
chr3:41962750:41962885 SVA_B Retroposon/SVA
chr3:41962750:41962885 7SLRNA srpRNA
chr3:41962750:41962885 AluSx SINE/Alu
chr3:41962750:41962885_1 SVA_B Retroposon/SVA
chr3:41962750:41962885_1 7SLRNA srpRNA
chr3:41962750:41962885_1 AluSx SINE/Alu
chr3:41962764:41962899 7SLRNA srpRNA
chr3:41962764:41962899 AluY SINE/Alu
chr3:41962764:41962899_1 7SLRNA srpRNA
chr3:41962764:41962899_1 AluY SINE/Alu
chr3:41962895:41963030 AluY SINE/Alu
chr3:41962895:41963030_1 AluY SINE/Alu
chr3:41964060:41964195 (GGTGAGG)n Simple_repeat
chr3:41964060:41964195 LTR16B2 LTR/ERVL
chr3:41964060:41964195_1 LTR16B2 LTR/ERVL
chr3:41964474:41964609 AluSx SINE/Alu
chr3:41964474:41964609_1 AluSx SINE/Alu
chr3:41964580:41964715 AluSx SINE/Alu
chr3:41964580:41964715_1 AluSx SINE/Alu
chr3:41967124:41967259 L1P3 LINE/L1
chr3:41967124:41967259_1 L1P3 LINE/L1
chr3:41967453:41967588 L1P3 LINE/L1
chr3:41967453:41967588_1 L1P3 LINE/L1
chr3:41967825:41967960 L1P3 LINE/L1
chr3:41967825:41967960_1 L1P3 LINE/L1
chr3:41967960:41968095 L1P3 LINE/L1
chr3:41967960:41968095_1 L1P3 LINE/L1
chr3:41968826:41968961 L1P2 LINE/L1
chr3:41968826:41968961_1 L1P2 LINE/L1
chr3:41970162:41970297 L1P3 LINE/L1
chr3:41970162:41970297_1 L1P3 LINE/L1
chr3:41970412:41970547 L1P3 LINE/L1
chr3:41970412:41970547_1 L1P3 LINE/L1
chr3:41970448:41970583 L1P3 LINE/L1
chr3:41970448:41970583_1 L1P3 LINE/L1
chr3:41970675:41970810 L1P3 LINE/L1
chr3:41970675:41970810_1 L1P3 LINE/L1
chr3:41971491:41971626 L1P3 LINE/L1
chr3:41971491:41971626_1 L1P3 LINE/L1
chr3:41971660:41971795 L1P3 LINE/L1
chr3:41971660:41971795_1 L1P3 LINE/L1
chr3:41971892:41972027 L1P3 LINE/L1
chr3:41971892:41972027_1 L1P3 LINE/L1
chr3:41972118:41972253 L1P LINE/L1
chr3:41972118:41972253_1 L1P LINE/L1
chr3:41972141:41972276 L1P3 LINE/L1
chr3:41972141:41972276_1 L1P3 LINE/L1
chr3:41972558:41972693 L1PA7 LINE/L1
chr3:41972558:41972693_1 L1PA7 LINE/L1
chr3:41972781:41972916 L1PA7 LINE/L1
chr3:41972781:41972916_1 L1PA7 LINE/L1
chr3:41973895:41974030 MIRb SINE/MIR
chr3:41973895:41974030_1 MIRb SINE/MIR
chr3:41974488:41974623 7SLRNA srpRNA
chr3:41974488:41974623_1 7SLRNA srpRNA
chr3:41975467:41975602 AluSx SINE/Alu
chr3:41975467:41975602_1 AluSx SINE/Alu
chr3:41975530:41975665 MER58B DNA/hAT-Charlie
chr3:41975530:41975665_1 MER58B DNA/hAT-Charlie
chr3:41976559:41976694 AluSx SINE/Alu
chr3:41976559:41976694_1 AluSx SINE/Alu
chr3:41976705:41976840 AluSx SINE/Alu
chr3:41976705:41976840_1 AluSx SINE/Alu
chr3:41976900:41977035 AluY SINE/Alu
chr3:41976900:41977035_1 AluY SINE/Alu
chr3:41980131:41980266 7SLRNA srpRNA
chr3:41980131:41980266_1 7SLRNA srpRNA
chr3:41981422:41981557 MER1B DNA/hAT-Charlie
chr3:41981422:41981557_1 MER1B DNA/hAT-Charlie
chr3:41981788:41981923 LOR1b LTR/ERV1
chr3:41981788:41981923_1 LOR1b LTR/ERV1
chr3:41983174:41983309 AluJb SINE/Alu
chr3:41983174:41983309_1 AluJb SINE/Alu
chr3:41983718:41983853 AluSx SINE/Alu
chr3:41983718:41983853_1 AluSx SINE/Alu
chr3:41983792:41983927 AluSx SINE/Alu
chr3:41983792:41983927_1 AluSx SINE/Alu
chr3:41984145:41984280 AluSx SINE/Alu
chr3:41984145:41984280_1 AluSx SINE/Alu
chr3:41984175:41984310 AluSx SINE/Alu
chr3:41984175:41984310_1 AluSx SINE/Alu
chr3:41984706:41984841 Charlie5 DNA/hAT-Charlie
chr3:41984706:41984841_1 Charlie5 DNA/hAT-Charlie
chr3:41984732:41984867 Charlie5 DNA/hAT-Charlie
chr3:41984732:41984867_1 Charlie5 DNA/hAT-Charlie
chr3:41985135:41985270 L2 LINE/L2
chr3:41985135:41985270_1 L2 LINE/L2
chr3:41986331:41986466_1 L2 LINE/L2
chr3:41986828:41986963 LTR67B LTR/ERVL
chr3:41986828:41986963_1 LTR67B LTR/ERVL
chr3:41986976:41987111 L2 LINE/L2
chr3:41986976:41987111_1 L2 LINE/L2
chr3:41987455:41987590 L1ME3A LINE/L1
chr3:41987455:41987590_1 L1ME3A LINE/L1
chr3:41988627:41988762 AluY SINE/Alu
chr3:41988627:41988762_1 AluY SINE/Alu
chr3:41989791:41989926 AluSx SINE/Alu
chr3:41989791:41989926_1 AluSx SINE/Alu
chr3:41990054:41990189 L1M3 LINE/L1
chr3:41990054:41990189_1 L1M3 LINE/L1
chr3:41990739:41990874 (CA)n Simple_repeat
chr3:41990739:41990874_1 (CA)n Simple_repeat
chr3:41990761:41990896 (CA)n Simple_repeat
chr3:41990761:41990896_1 (CA)n Simple_repeat
chr3:41990910:41991045 AluSx SINE/Alu
chr3:41990910:41991045_1 AluSx SINE/Alu
chr3:41991100:41991235 AluSx SINE/Alu
chr3:41991100:41991235_1 AluSx SINE/Alu
chr3:41991173:41991308 AluJb SINE/Alu
chr3:41991173:41991308_1 AluJb SINE/Alu
chr3:41991918:41992053 AluSx SINE/Alu
chr3:41991918:41992053_1 AluSx SINE/Alu
chr3:41991974:41992109 AluJb SINE/Alu
chr3:41991974:41992109_1 AluJb SINE/Alu
chr3:41992175:41992310 L1M3 LINE/L1
chr3:41992175:41992310_1 L1M3 LINE/L1
chr3:41992340:41992475 AluY SINE/Alu
chr3:41992340:41992475_1 AluY SINE/Alu
chr3:41992373:41992508 AluY SINE/Alu
chr3:41992373:41992508_1 AluY SINE/Alu
chr3:41992542:41992677 AluY SINE/Alu
chr3:41992542:41992677_1 AluY SINE/Alu
chr3:41992943:41993078 L1M3 LINE/L1
chr3:41992943:41993078_1 L1M3 LINE/L1
chr3:41994405:41994540 L1MB2 LINE/L1
chr3:41994405:41994540_1 L1MB2 LINE/L1
chr3:41994880:41995015 AluSx SINE/Alu
chr3:41994880:41995015_1 AluSx SINE/Alu
chr3:41994916:41995051 AluSx SINE/Alu
chr3:41994916:41995051_1 AluSx SINE/Alu
chr3:41995587:41995722 AluSx SINE/Alu
chr3:41995587:41995722_1 AluSx SINE/Alu
chr3:41995723:41995858 AluJb SINE/Alu
chr3:41995723:41995858_1 AluJb SINE/Alu
chr3:41995783:41995918 SVA_A Retroposon/SVA
chr3:41995783:41995918 7SLRNA srpRNA
chr3:41995783:41995918 (A)n Simple_repeat
chr3:41995783:41995918_1 SVA_A Retroposon/SVA
chr3:41995783:41995918_1 7SLRNA srpRNA
chr3:41995783:41995918_1 (A)n Simple_repeat
chr3:41995783:41995918_2 SVA_A Retroposon/SVA
chr3:41995783:41995918_2 7SLRNA srpRNA
chr3:41995783:41995918_2 (A)n Simple_repeat
chr3:41995783:41995918_3 SVA_A Retroposon/SVA
chr3:41995783:41995918_3 7SLRNA srpRNA
chr3:41995783:41995918_3 (A)n Simple_repeat
chr3:41997743:41997878 MER51A LTR/ERV1
chr3:41997743:41997878_1 MER51A LTR/ERV1
chr3:41998344:41998479 MER58B DNA/hAT-Charlie
chr3:41998344:41998479_1 MER58B DNA/hAT-Charlie
chr3:41998719:41998854 AluSx SINE/Alu
chr3:41998719:41998854_1 AluSx SINE/Alu
chr3:41999313:41999448 AluJb SINE/Alu
chr3:41999313:41999448_1 AluJb SINE/Alu
chr3:42000775:42000910 AluSx SINE/Alu
chr3:42000775:42000910 7SLRNA srpRNA
chr3:42000775:42000910_1 AluSx SINE/Alu
chr3:42000775:42000910_1 7SLRNA srpRNA
chr3:42000845:42000980 AluSx SINE/Alu
chr3:42000845:42000980_1 AluSx SINE/Alu
chr3:42000905:42001040 AluSx SINE/Alu
chr3:42000905:42001040_1 AluSx SINE/Alu
chr3:42000959:42001094 AluSx SINE/Alu
chr3:42000959:42001094_1 SVA_A Retroposon/SVA
chr3:42000959:42001094_1 7SLRNA srpRNA
chr3:42001779:42001914 7SLRNA srpRNA
chr3:42001779:42001914_1 7SLRNA srpRNA
chr3:42001793:42001928 7SLRNA srpRNA
chr3:42001793:42001928_1 7SLRNA srpRNA
chr3:42001919:42002054 AluSx SINE/Alu
chr3:42001919:42002054_1 AluSx SINE/Alu
chr3:42002693:42002828 MER5A DNA/hAT-Charlie
chr3:42002693:42002828_1 MER5A DNA/hAT-Charlie
chr3:42002743:42002878 MER5A DNA/hAT-Charlie
chr3:42002743:42002878_1 MER5A DNA/hAT-Charlie
chr3:42004359:42004494 MER4D1 LTR/ERV1
chr3:42004359:42004494_1 MER4D1 LTR/ERV1
chr3:42004360:42004495 MER4D1 LTR/ERV1
chr3:42004360:42004495_1 MER4D1 LTR/ERV1
chr3:42004508:42004643 MER4D1 LTR/ERV1
chr3:42004508:42004643 (AC)n Simple_repeat
chr3:42004508:42004643_1 MER4D1 LTR/ERV1
chr3:42004508:42004643_1 (AC)n Simple_repeat
chr3:42004613:42004748 (AC)n Simple_repeat
chr3:42004613:42004748 (AT)n Simple_repeat
chr3:42004613:42004748_1 (AC)n Simple_repeat
chr3:42004613:42004748_1 (AT)n Simple_repeat
chr3:42004613:42004748_1 (TACACA)n Simple_repeat
chr3:42004713:42004848 AluSx SINE/Alu
chr3:42004713:42004848_1 AluSx SINE/Alu
chr3:42004814:42004949 AluSx SINE/Alu
chr3:42004814:42004949_1 AluSx SINE/Alu
chr3:42005098:42005233 MER4D1 LTR/ERV1
chr3:42005098:42005233_1 MER4D1 LTR/ERV1
chr3:42005666:42005801 LTR18B LTR/ERVL
chr3:42005666:42005801_1 LTR18B LTR/ERVL
chr3:42005770:42005905 LTR18B LTR/ERVL
chr3:42005770:42005905_1 LTR18B LTR/ERVL
chr3:42006255:42006390 LTR7B LTR/ERV1
chr3:42006255:42006390_1 LTR7B LTR/ERV1
chr3:42006982:42007117 AluSx SINE/Alu
chr3:42006982:42007117_1 AluSx SINE/Alu
chr3:42007782:42007917 MER41B LTR/ERV1
chr3:42007782:42007917_1 MER41B LTR/ERV1
chr3:42008118:42008253 AluSx SINE/Alu
chr3:42008118:42008253_1 AluSx SINE/Alu
chr3:42008195:42008330 AluSx SINE/Alu
chr3:42008195:42008330_1 AluSx SINE/Alu
chr3:42008244:42008379 AluSx SINE/Alu
chr3:42008244:42008379_1 AluSx SINE/Alu
chr3:42008713:42008848 AluY SINE/Alu
chr3:42008713:42008848_1 AluY SINE/Alu
chr3:42009658:42009793 AluSx SINE/Alu
chr3:42009658:42009793_1 AluSx SINE/Alu
chr3:42010482:42010617 AluJb SINE/Alu
chr3:42010482:42010617_1 AluJb SINE/Alu
chr3:42012003:42012138 AluJb SINE/Alu
chr3:42012003:42012138_1 AluJb SINE/Alu
chr3:42012625:42012760 HAL1 LINE/L1
chr3:42012713:42012848 AluSx SINE/Alu
chr3:42012713:42012848_1 AluSx SINE/Alu
chr3:42013542:42013677 SVA_A Retroposon/SVA
chr3:42013542:42013677_1 SVA_A Retroposon/SVA
chr3:42013782:42013917 L1M5 LINE/L1
chr3:42013782:42013917_1 L1M5 LINE/L1
chr3:42014188:42014323 AluSx SINE/Alu
chr3:42014188:42014323 A-rich Low_complexity
chr3:42014188:42014323_1 AluSx SINE/Alu
chr3:42014188:42014323_1 (AAAC)n Simple_repeat
chr3:42014188:42014323_1 AluSx SINE/Alu
chr3:42014257:42014392 A-rich Low_complexity
chr3:42014257:42014392_1 A-rich Low_complexity
chr3:42015042:42015177 MER34A LTR/ERV1
chr3:42015042:42015177_1 MER34A LTR/ERV1
chr3:42016149:42016284 AluSx SINE/Alu
chr3:42016149:42016284_1 AluSx SINE/Alu
chr3:42017469:42017604 (A)n Simple_repeat
chr3:42017469:42017604_1 (A)n Simple_repeat
chr3:42018165:42018300 AluSx SINE/Alu
chr3:42018165:42018300_1 AluSx SINE/Alu
chr3:42020905:42021040 MSTB LTR/ERVL-MaLR
chr3:42020905:42021040_1 MSTB LTR/ERVL-MaLR
chr3:42021640:42021775 AluSx SINE/Alu
chr3:42021640:42021775_1 AluSx SINE/Alu
chr3:42023490:42023625 L1M1 LINE/L1
chr3:42023490:42023625_1 L1M1 LINE/L1
chr3:42024459:42024594 LTR5_Hs LTR/ERVK
chr3:42024459:42024594 HERVK-int LTR/ERVK
chr3:42024459:42024594_1 LTR5_Hs LTR/ERVK
chr3:42024459:42024594_1 HERVK-int LTR/ERVK
chr3:42027295:42027430 AluSx SINE/Alu
chr3:42027295:42027430_1 AluSx SINE/Alu
chr3:42031464:42031599 SVA_E Retroposon/SVA
chr3:42031464:42031599 (TTTC)n Simple_repeat
chr3:42031464:42031599 SVA_E Retroposon/SVA
chr3:42031464:42031599_1 (TTTC)n Simple_repeat
chr3:42031464:42031599_1 7SLRNA srpRNA
chr3:42031797:42031932 AluSx SINE/Alu
chr3:42031797:42031932_1 AluSx SINE/Alu
chr3:42031834:42031969 AluSx SINE/Alu
chr3:42031834:42031969_1 AluJb SINE/Alu
chr3:42031906:42032041 AluJb SINE/Alu
chr3:42031906:42032041_1 AluJb SINE/Alu
chr3:42033939:42034074 AluY SINE/Alu
chr3:42033939:42034074 (AAAT)n Simple_repeat
chr3:42033939:42034074_1 AluY SINE/Alu
chr3:42033939:42034074_1 (AAAT)n Simple_repeat
chr3:42034662:42034797 AluY SINE/Alu
chr3:42034662:42034797_1 AluY SINE/Alu
chr3:42035089:42035224 AluJb SINE/Alu
chr3:42035089:42035224_1 AluJb SINE/Alu
chr3:42037812:42037947 AluSx SINE/Alu
chr3:42037812:42037947_1 AluSx SINE/Alu
chr3:42042646:42042781 AluJb SINE/Alu
chr3:42042646:42042781_1 AluJb SINE/Alu
chr3:42043441:42043576 L2 LINE/L2
chr3:42043441:42043576_1 L2 LINE/L2
chr3:42044218:42044353 MLT1C2 LTR/ERVL-MaLR
chr3:42044218:42044353_1 MLT1C2 LTR/ERVL-MaLR
chr3:42046712:42046847 AluJb SINE/Alu
chr3:42046712:42046847_1 AluJb SINE/Alu
chr3:42051733:42051868 LTR16E2 LTR/ERVL
chr3:42051733:42051868_1 LTR16E2 LTR/ERVL
chr3:42051768:42051903 LTR16E2 LTR/ERVL
chr3:42051768:42051903_1 LTR16E2 LTR/ERVL
chr3:42052864:42052999 L1MD1 LINE/L1
chr3:42052864:42052999 AluSx SINE/Alu
chr3:42052864:42052999_1 L1MD1 LINE/L1
chr3:42052864:42052999_1 AluSx SINE/Alu
chr3:42053831:42053966 L1MC4 LINE/L1
chr3:42053831:42053966_1 L1MC4 LINE/L1
chr3:42058526:42058661 AluSx SINE/Alu
chr3:42058526:42058661_1 AluSx SINE/Alu
chr3:47749640:47749775 SVA_D Retroposon/SVA
chr3:47749640:47749775 AluJb SINE/Alu
chr3:47749640:47749775_1 SVA_D Retroposon/SVA
chr3:47749640:47749775_1 AluJb SINE/Alu
chr3:47750836:47750971 AluSx SINE/Alu
chr3:47750836:47750971_1 AluSx SINE/Alu
chr3:47750989:47751124 AluSx SINE/Alu
chr3:47750989:47751124_1 AluSx SINE/Alu
chr3:47753445:47753580 AluSx SINE/Alu
chr3:47753445:47753580_1 AluSx SINE/Alu
chr3:47765479:47765614 L1M3 LINE/L1
chr3:47765479:47765614_1 L1M3 LINE/L1
chr3:47765587:47765722 L1M3 LINE/L1
chr3:47765587:47765722_1 L1M3 LINE/L1
chr3:47768007:47768142 L1MB2 LINE/L1
chr3:47768007:47768142_1 L1MB2 LINE/L1
chr3:47768923:47769058 AluSx SINE/Alu
chr3:47768923:47769058 L1M5 LINE/L1
chr3:47768923:47769058_1 AluSx SINE/Alu
chr3:47768923:47769058_1 L1M5 LINE/L1
chr3:47769007:47769142 L1M5 LINE/L1
chr3:47769007:47769142_1 L1M5 LINE/L1
chr3:47770312:47770447 AluSx SINE/Alu
chr3:47770312:47770447_1 AluSx SINE/Alu
chr3:47771000:47771135 AluSx SINE/Alu
chr3:47771000:47771135_1 AluSx SINE/Alu
chr3:47771219:47771354 Tigger1 DNA/TcMar-Tigger
chr3:47771219:47771354_1 Tigger1 DNA/TcMar-Tigger
chr3:47774010:47774145 Tigger1 DNA/TcMar-Tigger
chr3:47774010:47774145_1 Tigger1 DNA/TcMar-Tigger
chr3:47774280:47774415 AluSx SINE/Alu
chr3:47774280:47774415_1 AluSx SINE/Alu
chr3:47775214:47775349 AluY SINE/Alu
chr3:47775214:47775349_1 AluY SINE/Alu
chr3:47777941:47778076 AluY SINE/Alu
chr3:47777941:47778076_1 AluY SINE/Alu
chr3:47781098:47781233 MIR SINE/MIR
chr3:47781098:47781233_1 MIR SINE/MIR
chr3:47781295:47781430 7SLRNA srpRNA
chr3:47781295:47781430_1 7SLRNA srpRNA
chr3:47782251:47782386 AluSx SINE/Alu
chr3:47782251:47782386_1 AluSx SINE/Alu
chr3:47785727:47785862 AluSx SINE/Alu
chr3:47785727:47785862_1 AluSx SINE/Alu
chr3:47786835:47786970 7SLRNA srpRNA
chr3:47786835:47786970_1 7SLRNA srpRNA
chr3:47791807:47791942 AluSx SINE/Alu
chr3:47791807:47791942_1 AluSx SINE/Alu
chr3:47792717:47792852 AluSx SINE/Alu
chr3:47792717:47792852_1 AluSx SINE/Alu
chr3:47795091:47795226 AluSx SINE/Alu
chr3:47795091:47795226_1 AluSx SINE/Alu
chr3:47796308:47796443 AluSx SINE/Alu
chr3:47796308:47796443_1 AluSx SINE/Alu
chr3:47797488:47797623 AluSx SINE/Alu
chr3:47797488:47797623_1 AluSx SINE/Alu
chr3:47799626:47799761 AluJb SINE/Alu
chr3:47799626:47799761_1 AluJb SINE/Alu
chr3:47800993:47801128 AluSx SINE/Alu
chr3:47800993:47801128_1 AluSx SINE/Alu
chr3:47801033:47801168 AluSx SINE/Alu
chr3:47801033:47801168_1 AluSx SINE/Alu
chr3:47801502:47801637 AluSx SINE/Alu
chr3:47801502:47801637_1 AluSx SINE/Alu
chr3:47802027:47802162 AluSx SINE/Alu
chr3:47802027:47802162_1 AluSx SINE/Alu
chr3:47808379:47808514 AluY SINE/Alu
chr3:47808379:47808514_1 AluY SINE/Alu
chr3:47813144:47813279 AluSx SINE/Alu
chr3:47813144:47813279 (TAACA)n Simple_repeat
chr3:47813144:47813279_1 AluSx SINE/Alu
chr3:47813144:47813279_1 (TAACA)n Simple_repeat
chr3:47818790:47818925 AluSx SINE/Alu
chr3:47818790:47818925_1 AluSx SINE/Alu
chr3:47824915:47825050 AluSx SINE/Alu
chr3:47824915:47825050_1 AluSx SINE/Alu
chr3:47825580:47825715 AluJb SINE/Alu
chr3:47825580:47825715_1 AluJb SINE/Alu
chr3:47826972:47827107 AluSx SINE/Alu
chr3:47826972:47827107_1 AluSx SINE/Alu
chr3:47830673:47830808 (A)n Simple_repeat
chr3:47830673:47830808_1 (A)n Simple_repeat
chr3:47832111:47832246 AluY SINE/Alu
chr3:47832111:47832246_1 AluY SINE/Alu
chr3:47837970:47838105 AluSx SINE/Alu
chr3:47837970:47838105_1 AluSx SINE/Alu
chr3:47838873:47839008 AluJb SINE/Alu
chr3:47838873:47839008_1 AluJb SINE/Alu
chr3:47841980:47842115 AluJb SINE/Alu
chr3:47841980:47842115_1 AluJb SINE/Alu
chr3:47843532:47843667 AluSx SINE/Alu
chr3:47843532:47843667_1 AluSx SINE/Alu
chr3:47847587:47847722 AluSx SINE/Alu
chr3:47847587:47847722_1 AluSx SINE/Alu
chr3:47850101:47850236 AluSx SINE/Alu
chr3:47850101:47850236_1 AluSx SINE/Alu
chr3:47855565:47855700 AluJb SINE/Alu
chr3:47855565:47855700_1 AluJb SINE/Alu
chr3:47856178:47856313 AluY SINE/Alu
chr3:47856178:47856313_1 AluY SINE/Alu
chr3:47861507:47861642 AluSx SINE/Alu
chr3:47861507:47861642_1 AluSx SINE/Alu
chr3:47863893:47864028 THE1B LTR/ERVL-MaLR
chr3:47863893:47864028_1 THE1B LTR/ERVL-MaLR
chr3:47871061:47871196 AluSx SINE/Alu
chr3:47871061:47871196_1 AluSx SINE/Alu
chr3:47873871:47874006 AluSx SINE/Alu
chr3:47873871:47874006_1 SVA_A Retroposon/SVA
chr3:47875256:47875391 AluSx SINE/Alu
chr3:47875256:47875391_1 AluSx SINE/Alu
chr3:47877963:47878098 (GTTTT)n Simple_repeat
chr3:47877963:47878098 AluSx SINE/Alu
chr3:47877963:47878098_1 (GTTTT)n Simple_repeat
chr3:47877963:47878098_1 AluSx SINE/Alu
chr3:47878010:47878145 AluSx SINE/Alu
chr3:47878010:47878145_1 AluSx SINE/Alu
chr3:47905502:47905637 AluJb SINE/Alu
chr3:47905502:47905637_1 AluJb SINE/Alu
chr3:47907651:47907786 AluSx SINE/Alu
chr3:47907651:47907786_1 AluSx SINE/Alu
