statistic	pval	fdr	df.test	df.dna	df.rna.full	df.rna.red	logFC
1881__WILDTYPE_SNP_INDIV	3.81630064471574	0.0507561842524206	0.110178058499157	1	26	5	4	0.177109536895711
2735__WILDTYPE_SNP_INDIV	0.243022722521573	0.622031418801524	0.732722239666128	1	24	5	4	0.0930445314274915
261__WILDTYPE_SNP_INDIV	1.57904740966478	0.208897959806296	0.329384381505597	1	26	5	4	-0.120310399321632
881__WILDTYPE_SNP_INDIV	11.8905224789414	0.000564202927968358	0.00264800710138274	1	24	5	4	-0.614620843567829
2516__WILDTYPE_SNP_INDIV	9.78297659277018	0.00176134947055593	0.00686540596552457	1	23	5	4	0.454656723643976
1902__WILDTYPE_SNP_INDIV	2.45898173352134	0.116854513725095	0.212005584357421	1	23	5	4	-0.226439025487017
2611__WILDTYPE_SNP_INDIV	4.01874499261021	0.0449971855327488	0.0997953270283298	1	26	5	4	0.207118659357077
1128__WILDTYPE_SNP_INDIV	45.6721671149949	1.39795073905016e-11	5.83336456990255e-10	1	26	5	4	0.720145096687804
2402__WILDTYPE_SNP_INDIV	0.876350554614874	0.349203185111245	0.486314258952374	1	26	5	4	0.104546643245339
1419__WILDTYPE_SNP_INDIV	6.81479497484213	0.00904056826129771	0.0269534559949112	1	20	5	4	0.411494923310647
3578__WILDTYPE_SNP_INDIV	1.34995258529443	0.245286406079444	0.373643888309923	1	26	5	4	0.143740506741859
1830__WILDTYPE_SNP_INDIV	9.2959012371557	0.00229667127011997	0.00858972927953042	1	26	5	4	0.286043499205653
2887__WILDTYPE_SNP_INDIV	23.5514692511192	1.21616523596662e-06	1.40502166443643e-05	1	26	5	4	-0.48602807418294
657__WILDTYPE_SNP_INDIV	0.365626302576629	0.545398013992069	0.671409542839622	1	20	5	4	0.0989744029256323
1608__WILDTYPE_SNP_INDIV	0.0242862321842949	0.876158820213906	0.921606323035244	1	26	5	4	0.0136214115723422
2561__WILDTYPE_SNP_INDIV	9.49218789352653	0.00206348606606124	0.00785825200752006	1	26	5	4	-0.260060045993328
2750__WILDTYPE_SNP_INDIV	2.91147088986872	0.0879516273660034	0.169825440386104	1	26	5	4	-0.154702720177683
1223__WILDTYPE_SNP_INDIV	2.75221194544923	0.0971199861823442	0.183402221450824	1	13	5	4	0.458500522924276
313__WILDTYPE_SNP_INDIV	41.994220642649	9.15435794775889e-11	3.23498855124479e-09	1	26	5	4	-0.654323085545707
472__WILDTYPE_SNP_INDIV	2.40026193834183	0.121314935684722	0.218777514377594	1	26	5	4	-0.173398580388861
3108__WILDTYPE_SNP_INDIV	5.36411080718221	0.0205552653559076	0.0529130183719829	1	24	5	4	0.260676882567171
1659__WILDTYPE_SNP_INDIV	2.92395843186114	0.0872735279539946	0.168991367988275	1	26	5	4	-0.195568267905733
2390__WILDTYPE_SNP_INDIV	10.0347507226331	0.00153614334228003	0.00613181470348657	1	25	5	4	-0.419997354122932
996__WILDTYPE_SNP_INDIV	9.21849392831973	0.00239582550453732	0.00886400105835746	1	26	5	4	-0.356584952283101
4450__WILDTYPE_SNP_INDIV	2.38500173345938	0.122504756537714	0.220096396231871	1	17	5	4	-0.367922434175949
1552__WILDTYPE_SNP_INDIV	0.218219614635018	0.640399843892976	0.74557617746355	1	26	5	4	0.0580123188440523
1092__WILDTYPE_SNP_INDIV	24.617608480333	6.99100012011725e-07	8.59302981516202e-06	1	23	5	4	0.94186841092852
225__WILDTYPE_SNP_INDIV	0.201153706097102	0.653791214902216	0.756640448594837	1	26	5	4	0.0505796297842038
3293__WILDTYPE_SNP_INDIV	0.185438055491659	0.666740921095232	0.766775991094445	1	26	5	4	0.0545803258295487
1791__WILDTYPE_SNP_INDIV	1.9654726305771	0.160929237811909	0.271682684441095	1	26	5	4	-0.116417267008783
1335__WILDTYPE_SNP_INDIV	4.33001846544653	0.0374458395764392	0.0861752904322266	1	18	5	4	0.458471169131922
409__WILDTYPE_SNP_INDIV	3.00976092530641	0.0827644973097509	0.161890994737755	1	25	5	4	0.222475681845689
2679__WILDTYPE_SNP_INDIV	2.86234919734682	0.0906749846373781	0.174069463095937	1	19	5	4	-0.313393971409713
2000__WILDTYPE_SNP_INDIV	2.55625944507756	0.109858236880774	0.202690567654208	1	26	5	4	0.162825619619254
2290__WILDTYPE_SNP_INDIV	1.93942678243616	0.16373078668496	0.274944151225688	1	26	5	4	-0.202210686659756
3445__WILDTYPE_SNP_INDIV	0.00168959623965748	0.967212428901194	0.978615354378766	1	23	5	4	0.00459433141680716
4419__WILDTYPE_SNP_INDIV	2.52213685209699	0.112258372545347	0.206236138552346	1	26	5	4	0.172752332315184
4190__WILDTYPE_SNP_INDIV	6.7289544601017	0.00948601867902483	0.0279863755502722	1	25	5	4	-0.279746284657342
673__WILDTYPE_SNP_INDIV	37.0145764875924	1.17249434631018e-09	3.22000447335242e-08	1	26	5	4	-0.659320511915575
1883__WILDTYPE_SNP_INDIV	0.0310462017237114	0.860137351970113	0.9113809222125	1	26	5	4	-0.0252443103411983
1606__WILDTYPE_SNP_INDIV	0.37641995262311	0.539525472219844	0.667085006300121	1	26	5	4	0.0658275075419681
3841__WILDTYPE_SNP_INDIV	1.20016343404632	0.273289015541604	0.405879792550354	1	26	5	4	-0.0896225272054963
3684__WILDTYPE_SNP_INDIV	11.0724611577425	0.000876193060195128	0.00383228936739853	1	26	5	4	0.320461377599189
3924__WILDTYPE_SNP_INDIV	0.971717249340145	0.324252275004035	0.461018781400731	1	20	5	4	-0.267804856906602
1110__WILDTYPE_SNP_INDIV	10.4029577131766	0.00125813632202211	0.00520809919348687	1	23	5	4	-0.537281161994558
4573__WILDTYPE_SNP_INDIV	26.0109130939225	3.39492878797138e-07	4.59606415633534e-06	1	20	5	4	-1.02952404103883
4043__WILDTYPE_SNP_INDIV	1.28234989099928	0.257462569642465	0.388004365257087	1	26	5	4	-0.123118504533368
925__WILDTYPE_SNP_INDIV	19.6102036583347	9.4960701710493e-06	8.25282337107828e-05	1	26	5	4	-0.410151676849284
4368__WILDTYPE_SNP_INDIV	4.76746950477218	0.0290024244041816	0.0697625884316801	1	26	5	4	-0.15943352119495
2387__WILDTYPE_SNP_INDIV	5.26004900992757	0.0218204043230341	0.0555634438140621	1	26	5	4	-0.23889681500239
2862__WILDTYPE_SNP_INDIV	34.9336761060708	3.41129389642527e-09	8.07619628877825e-08	1	26	5	4	-0.512730386591463
2821__WILDTYPE_SNP_INDIV	2.86530576725499	0.0905085082521608	0.173923986669286	1	26	5	4	-0.215842003996307
3049__WILDTYPE_SNP_INDIV	3.64579299255865	0.0562110295230032	0.119113848274935	1	26	5	4	-0.217369887332575
3655__WILDTYPE_SNP_INDIV	0.603466062713323	0.437258613642953	0.572450258013629	1	26	5	4	-0.134022222835034
1532__WILDTYPE_SNP_INDIV	30.7734631828989	2.89976324280876e-08	5.50840400985726e-07	1	26	5	4	-0.629409226182633
2414__WILDTYPE_SNP_INDIV	5.03345676512913	0.0248622282788132	0.0613387418418769	1	9	5	4	-0.917061786365101
4605__WILDTYPE_SNP_INDIV	2.49399669237755	0.114281184187092	0.208834741902344	1	25	5	4	0.204428091232657
3265__WILDTYPE_SNP_INDIV	12.8385692878364	0.000339547137008946	0.00172866900472987	1	26	5	4	0.338633899016551
465__WILDTYPE_SNP_INDIV	24.4513277081387	7.62109741391315e-07	9.27265675221939e-06	1	21	5	4	-0.802302665049246
2375__WILDTYPE_SNP_INDIV	3.5878210499401	0.0582045131951708	0.122046763000436	1	5	5	4	1.02300979482117
898__WILDTYPE_SNP_INDIV	1.35159823950244	0.24499890467295	0.373602617903859	1	26	5	4	-0.113296674640361
4594__WILDTYPE_SNP_INDIV	12.212663864791	0.00047466210202099	0.00229499603854414	1	26	5	4	0.359982097981879
3637__WILDTYPE_SNP_INDIV	12.400605524401	0.000429194650563447	0.00211126867001835	1	20	5	4	-0.966264414502373
4671__WILDTYPE_SNP_INDIV	0.163874949347814	0.685613715303603	0.781560606202352	1	20	5	4	0.121688048478756
47__WILDTYPE_SNP_INDIV	0.140197066296878	0.70808518029613	0.799214978042085	1	26	5	4	0.0281468368743
4705__WILDTYPE_SNP_INDIV	10.0970172399907	0.00148509504145206	0.00595773519968166	1	5	5	4	1.07083977393253
3814__WILDTYPE_SNP_INDIV	1.2287288960913	0.267654379992945	0.399734913065908	1	22	5	4	-0.179393187710926
3534__WILDTYPE_SNP_INDIV	0.000663626160985586	0.979448014833153	0.986326300894912	1	25	5	4	-0.00311400362518408
723__WILDTYPE_SNP_INDIV	0.253411112265439	0.61468338422237	0.726553946033622	1	26	5	4	-0.0490811466248896
1792__WILDTYPE_SNP_INDIV	0.890683755961163	0.345292083791649	0.482264967946139	1	26	5	4	-0.0982725716079881
1063__WILDTYPE_SNP_INDIV	23.8715690155755	1.02981507798597e-06	1.21306158450994e-05	1	26	5	4	0.396164848855099
3092__WILDTYPE_SNP_INDIV	6.67961803754633	0.00975215197730713	0.028543752985955	1	26	5	4	-0.190917485104089
3605__WILDTYPE_SNP_INDIV	9.59166297598767	0.00195462835332946	0.00750914777466137	1	26	5	4	0.256483858868032
2820__WILDTYPE_SNP_INDIV	24.9019034973849	6.03228334806425e-07	7.62925099231494e-06	1	26	5	4	-0.467802869107882
988__WILDTYPE_SNP_INDIV	4.24416011444964	0.039385546352404	0.0895820803453165	1	26	5	4	-0.222385784982872
3608__WILDTYPE_SNP_INDIV	41.1427353094305	1.41508238022106e-10	4.82332334705134e-09	1	24	5	4	-1.01750925563633
1383__WILDTYPE_SNP_INDIV	1.07942767385612	0.298825624530857	0.434015095646811	1	26	5	4	-0.107652285544213
323__WILDTYPE_SNP_INDIV	3.18114773836805	0.0744923881683444	0.14910887860769	1	26	5	4	0.162924705807166
3086__WILDTYPE_SNP_INDIV	57.3282380738133	3.68821695196115e-14	2.56366214079764e-12	1	26	5	4	0.671641620823712
2625__WILDTYPE_SNP_INDIV	12.1850667599438	0.000481736150074815	0.002324522025361	1	24	5	4	0.437830612018329
4513__WILDTYPE_SNP_INDIV	3.78947981500585	0.0515756747074445	0.11140345736808	1	16	5	4	0.334268397787124
3753__WILDTYPE_SNP_INDIV	0.222816607634059	0.63690213438487	0.743129802829251	1	25	5	4	0.0648365001965535
4299__WILDTYPE_SNP_INDIV	20.7750028532528	5.16527772350611e-06	4.85798918574763e-05	1	26	5	4	-0.455177965356892
2258__WILDTYPE_SNP_INDIV	0.138864916605144	0.709412056314212	0.799398439072943	1	26	5	4	0.0387866943632104
2367__WILDTYPE_SNP_INDIV	0.053492489498808	0.817093838604083	0.880088074480328	1	6	5	4	0.119450191732303
4356__WILDTYPE_SNP_INDIV	5.29950672761152	0.0213314644294942	0.0545894664793127	1	26	5	4	-0.192498315500334
2672__WILDTYPE_SNP_INDIV	15.7833634429335	7.10242938442827e-05	0.000465679067142732	1	26	5	4	0.26326171531582
2163__WILDTYPE_SNP_INDIV	4.0880151326528	0.0431883313755836	0.0966308755079398	1	26	5	4	0.156118251744248
1604__WILDTYPE_SNP_INDIV	6.51589066455381	0.0106914761865361	0.0307132304557637	1	26	5	4	-0.228397161881139
2730__WILDTYPE_SNP_INDIV	4.65474352984074	0.0309678584789393	0.0735333635621455	1	25	5	4	-0.331830339833069
2377__WILDTYPE_SNP_INDIV	0.961727912156675	0.326751915203103	0.463178966742303	1	26	5	4	-0.11524051322391
836__WILDTYPE_SNP_INDIV	0.604663275294115	0.436804286456589	0.572011280847511	1	26	5	4	-0.0892829592128945
3444__WILDTYPE_SNP_INDIV	11.5551107370352	0.000675632840696651	0.00306618643284996	1	26	5	4	0.384508964542554
1492__WILDTYPE_SNP_INDIV	0.201983141001847	0.65312485115674	0.756183578573667	1	23	5	4	0.0697181104775963
2458__WILDTYPE_SNP_INDIV	4.9396012920563	0.0262480906830472	0.0641649663391275	1	25	5	4	-0.337895840856597
4013__WILDTYPE_SNP_INDIV	1.45166076058422	0.228261656284902	0.353195595655261	1	26	5	4	-0.124943822311822
3164__WILDTYPE_SNP_INDIV	1.88285220556895	0.170010329781931	0.282723060530089	1	21	5	4	0.285473665984134
2597__WILDTYPE_SNP_INDIV	0.364574141973208	0.545976783566734	0.671434089514259	1	20	5	4	-0.163495711652041
2423__WILDTYPE_SNP_INDIV	0.0285345581914953	0.865858189690072	0.91417277233095	1	26	5	4	0.0174576222248518
498__WILDTYPE_SNP_INDIV	0.502488211834134	0.478408859069245	0.609714393181329	1	26	5	4	0.0772095564440142
2338__WILDTYPE_SNP_INDIV	3.51696292130873	0.0607436616114388	0.126105415855108	1	26	5	4	0.182766616188309
4430__WILDTYPE_SNP_INDIV	19.7347788876127	8.89674466170899e-06	7.79983829265714e-05	1	26	5	4	-0.599265538571986
3668__WILDTYPE_SNP_INDIV	1.66527055884126	0.196893203464073	0.315414228257887	1	26	5	4	-0.102568735241221
3370__WILDTYPE_SNP_INDIV	9.0744853502365	0.00259200513297602	0.00943868696166972	1	26	5	4	0.27968920749526
889__WILDTYPE_SNP_INDIV	15.258304182651	9.3763597828716e-05	0.00058145529182556	1	26	5	4	-0.303038622956568
2846__WILDTYPE_SNP_INDIV	29.1487519824991	6.70289065785455e-08	1.11854487852948e-06	1	26	5	4	-0.711472797279612
1531__WILDTYPE_SNP_INDIV	0.255369116757493	0.613319635111449	0.725298761403943	1	26	5	4	-0.070182629058046
3515__WILDTYPE_SNP_INDIV	4.0413808867487	0.0443974791738002	0.0987030739197365	1	19	5	4	-0.362936371411186
2357__WILDTYPE_SNP_INDIV	0.273782294445027	0.600805788137625	0.715252072774195	1	26	5	4	-0.0572649300192708
4255__WILDTYPE_SNP_INDIV	7.80890527780457	0.00519893892184022	0.0169685652068513	1	26	5	4	0.317498965387006
3705__WILDTYPE_SNP_INDIV	5.14076670683477	0.0233703248162068	0.0585209675336868	1	11	5	4	0.51154592753002
3587__WILDTYPE_SNP_INDIV	0.176986648235811	0.673975759762249	0.772369109977819	1	19	5	4	-0.0756471993845864
2118__WILDTYPE_SNP_INDIV	2.94646541158045	0.0860656055546131	0.167155845538183	1	25	5	4	0.284739653890958
2373__WILDTYPE_SNP_INDIV	0.0286018324494535	0.865701653719389	0.91417277233095	1	14	5	4	-0.0460027754727802
1607__WILDTYPE_SNP_INDIV	8.48023705941887	0.00359025314795996	0.0124967700825428	1	26	5	4	-0.376419435275605
1852__WILDTYPE_SNP_INDIV	7.02939725676106	0.0080182336233298	0.0243588058114558	1	26	5	4	-0.235061198957098
4509__WILDTYPE_SNP_INDIV	1.33908993925343	0.247194523023438	0.37631196631316	1	26	5	4	-0.111538107668806
3156__WILDTYPE_SNP_INDIV	0.0315829359983582	0.858946108930034	0.911251241045837	1	26	5	4	0.0140455822946762
2644__WILDTYPE_SNP_INDIV	7.09956438396193	0.00771026885527193	0.0236474487035334	1	26	5	4	-0.203211160601472
1917__WILDTYPE_SNP_INDIV	283.427073789605	1.34521995118852e-63	9.23589583630291e-61	1	26	5	4	-1.78768551469426
2523__WILDTYPE_SNP_INDIV	10.15920133093	0.00143582809587984	0.00578908542684438	1	26	5	4	0.427332661238398
3165__WILDTYPE_SNP_INDIV	4.29922738663049	0.0381296914672919	0.0872930708737913	1	20	5	4	0.373683385854193
3333__WILDTYPE_SNP_INDIV	5.63291749108203	0.0176262716365701	0.0464023827666828	1	26	5	4	-0.202460223944226
2643__WILDTYPE_SNP_INDIV	6.7931845218518	0.0091506530670307	0.0271469374321911	1	26	5	4	0.171950477631157
42__WILDTYPE_SNP_INDIV	0.137810388198432	0.710467559078805	0.800400161493844	1	26	5	4	-0.0496674842741436
3077__WILDTYPE_SNP_INDIV	16.0058639265626	6.314659628379e-05	0.00042267763473523	1	26	5	4	-0.296626956686788
3957__WILDTYPE_SNP_INDIV	0.669386192565071	0.413265690096935	0.548207261000792	1	26	5	4	-0.081702685657368
310__WILDTYPE_SNP_INDIV	36.8557822039725	1.27198287981249e-09	3.45375690416883e-08	1	26	5	4	-0.653592143664951
1318__WILDTYPE_SNP_INDIV	0.234352572532487	0.62831507535093	0.737051028486537	1	9	5	4	0.0968116477114029
6__WILDTYPE_SNP_INDIV	1.74442105332309	0.186579623641183	0.302021445341706	1	26	5	4	0.174954500821923
4696__WILDTYPE_SNP_INDIV	0.383924580425628	0.535510315208568	0.663144183172476	1	26	5	4	-0.0716838753392196
345__WILDTYPE_SNP_INDIV	0.135561644849986	0.712733825447052	0.802362645045032	1	26	5	4	-0.0247763047893846
2476__WILDTYPE_SNP_INDIV	10.8323808335795	0.000997403050425422	0.00424957363505725	1	26	5	4	0.324131953251091
2415__WILDTYPE_SNP_INDIV	6.34495636367728	0.0117715505204891	0.0332593014705884	1	26	5	4	-0.243086123417857
4116__WILDTYPE_SNP_INDIV	12.5802942197059	0.000389835356025849	0.00194150126534739	1	18	5	4	0.881205489438983
710__WILDTYPE_SNP_INDIV	10.8654335405522	0.000979758125346301	0.00419492443762953	1	26	5	4	0.235265856774215
4070__WILDTYPE_SNP_INDIV	11.8594984793776	0.00057367991462216	0.00267940298316239	1	26	5	4	-0.335864961925713
637__WILDTYPE_SNP_INDIV	11.3551200936222	0.000752402559346557	0.00336376437229726	1	26	5	4	-0.360389716713289
3988__WILDTYPE_SNP_INDIV	1.45623693417406	0.227529814215044	0.352322374575359	1	22	5	4	0.361146095226111
515__WILDTYPE_SNP_INDIV	0.0970922193660044	0.755347388968385	0.834912500317861	1	25	5	4	0.0350046243903606
2642__WILDTYPE_SNP_INDIV	8.09600757065709	0.00443628696845918	0.0148267003966723	1	26	5	4	-0.26982061757714
4456__WILDTYPE_SNP_INDIV	2.10904507562191	0.146430667889978	0.252510150656346	1	26	5	4	-0.133448885673207
3307__WILDTYPE_SNP_INDIV	0.000329040194174013	0.985527594525707	0.989645971435551	1	25	5	4	0.00335040602521336
1484__WILDTYPE_SNP_INDIV	0.126649010897836	0.721932079390007	0.809331834277671	1	25	5	4	-0.0547387347995398
4200__WILDTYPE_SNP_INDIV	9.83563183442971	0.00171163478236036	0.00671519735838685	1	24	5	4	-0.452782354723037
1664__WILDTYPE_SNP_INDIV	11.6972870887926	0.000625912883840916	0.00287584829803006	1	26	5	4	0.197268029884787
3218__WILDTYPE_SNP_INDIV	0.659591654932683	0.41670414145115	0.551095240455208	1	26	5	4	0.0654729862825604
1214__WILDTYPE_SNP_INDIV	11.9482162149693	0.000546997248609496	0.00257227864659221	1	25	5	4	0.490694046384656
1834__WILDTYPE_SNP_INDIV	1.29982735965677	0.254244760753042	0.38388322971383	1	26	5	4	0.104259640206403
1816__WILDTYPE_SNP_INDIV	2.89213059524718	0.0890131390871565	0.171530531857608	1	26	5	4	0.213651926158119
3954__WILDTYPE_SNP_INDIV	0.434043822044714	0.51001134823996	0.638144894465308	1	26	5	4	-0.0625425094325735
2703__WILDTYPE_SNP_INDIV	0.376741803619097	0.539352146782172	0.667042310199465	1	22	5	4	-0.0852750070377757
53__WILDTYPE_SNP_INDIV	15.1841337373635	9.75193680436797e-05	0.000600869336946058	1	25	5	4	0.514748502232185
286__WILDTYPE_SNP_INDIV	11.3610829543088	0.000749990812940425	0.00335657012923157	1	21	5	4	0.569685903678074
519__WILDTYPE_SNP_INDIV	8.23863331751454	0.00410079989305477	0.0139578217323096	1	26	5	4	0.26988555265374
1416__WILDTYPE_SNP_INDIV	8.50038398421179	0.00355071540401401	0.0123836997327223	1	26	5	4	-0.409909084592334
7__WILDTYPE_SNP_INDIV	2.29511291132258	0.129781772720175	0.23015911427792	1	26	5	4	0.13114514107858
4481__WILDTYPE_SNP_INDIV	15.8239406133107	6.95173324004533e-05	0.000457045553374252	1	26	5	4	-0.380865392880984
1503__WILDTYPE_SNP_INDIV	16.2997542064488	5.407096467828e-05	0.000367041039892392	1	23	5	4	-0.622495209254496
2112__WILDTYPE_SNP_INDIV	10.2690506253232	0.00135280397153607	0.00551448336488751	1	25	5	4	0.499699950233996
934__WILDTYPE_SNP_INDIV	0.319454516159567	0.571935645283565	0.693596444923749	1	26	5	4	-0.0746481462308627
50__WILDTYPE_SNP_INDIV	48.628329436176	3.09367916785262e-12	1.42963673852882e-10	1	26	5	4	-0.626624109764237
755__WILDTYPE_SNP_INDIV	4.74902744984638	0.029314857965286	0.070302997695192	1	24	5	4	-0.475852644601996
4254__WILDTYPE_SNP_INDIV	0.153175437809296	0.695519079954333	0.788922515520539	1	20	5	4	0.0597236739475809
2188__WILDTYPE_SNP_INDIV	0.00516460919038764	0.942709172502251	0.962945862496455	1	9	5	4	-0.0255041175378912
275__WILDTYPE_SNP_INDIV	8.80143418339094	0.00300993841780779	0.0107552148966426	1	26	5	4	0.362829719298091
2485__WILDTYPE_SNP_INDIV	0.568484709626773	0.45086168143222	0.584842440206005	1	26	5	4	-0.101409749854057
2035__WILDTYPE_SNP_INDIV	1.26540037878749	0.26063134251691	0.391574708642209	1	26	5	4	0.141107839379541
4141__WILDTYPE_SNP_INDIV	8.33340795212848	0.00389225724816567	0.0134094540033579	1	23	5	4	0.476719082411475
1696__WILDTYPE_SNP_INDIV	3.70674496018546	0.0541929783625731	0.115704777436929	1	25	5	4	-0.273216405697124
3482__WILDTYPE_SNP_INDIV	0.580719427463919	0.446030466433618	0.58029843575527	1	23	5	4	-0.138145461257232
3804__WILDTYPE_SNP_INDIV	28.3508822017254	1.01200674886207e-07	1.62665700168264e-06	1	24	5	4	0.849873814989462
544__WILDTYPE_SNP_INDIV	7.07427620815213	0.00781984032495014	0.023937676816376	1	20	5	4	0.512008829463561
251__WILDTYPE_SNP_INDIV	41.1054031854542	1.44237047238797e-10	4.83442767448553e-09	1	26	5	4	-0.742810466361389
2606__WILDTYPE_SNP_INDIV	1.92252133302804	0.165578976403401	0.277079582379785	1	11	5	4	0.338267142643012
3855__WILDTYPE_SNP_INDIV	0.0700306339911094	0.791292182295288	0.8605906829851	1	21	5	4	0.0583616612768321
3213__WILDTYPE_SNP_INDIV	9.60607098455148	0.00193935136589381	0.00745641813158851	1	26	5	4	0.253337819734174
3195__WILDTYPE_SNP_INDIV	0.00730637800961631	0.931881898633509	0.954238801346174	1	14	5	4	0.0204714647046987
1372__WILDTYPE_SNP_INDIV	0.117889196201759	0.731335198654165	0.815610792958204	1	26	5	4	0.0318708143186943
793__WILDTYPE_SNP_INDIV	1.98621240484522	0.158737469784319	0.268813347351458	1	26	5	4	0.191192176090586
2804__WILDTYPE_SNP_INDIV	2.54886158468071	0.110373758943382	0.203395814985389	1	26	5	4	0.180837184916507
826__WILDTYPE_SNP_INDIV	3.50949036304519	0.0610182228830697	0.126365464379542	1	20	5	4	-0.322101725652836
753__WILDTYPE_SNP_INDIV	12.6418862823639	0.000377199192106855	0.00189229573827301	1	26	5	4	0.452474025381738
743__WILDTYPE_SNP_INDIV	1.8667644284792	0.171846114017359	0.284594219147977	1	26	5	4	0.129809087547337
3274__WILDTYPE_SNP_INDIV	1.05718831115541	0.303857343070309	0.439331645847144	1	25	5	4	0.123732794515048
1191__WILDTYPE_SNP_INDIV	0.956259284224416	0.328131151357785	0.464509767494036	1	26	5	4	-0.0922708396093251
1362__WILDTYPE_SNP_INDIV	0.139859272664125	0.708420954381926	0.799318552199165	1	26	5	4	-0.0349435507222602
652__WILDTYPE_SNP_INDIV	2.91795415323213	0.0875988631925948	0.169348405673214	1	26	5	4	0.181291163448335
215__WILDTYPE_SNP_INDIV	0.705688664897139	0.400878796850198	0.537262548148927	1	18	5	4	0.211869599391206
697__WILDTYPE_SNP_INDIV	45.2777970506522	1.7097651311837e-11	6.96367052582105e-10	1	26	5	4	0.543588352276562
3312__WILDTYPE_SNP_INDIV	0.0263254579631393	0.871108027429318	0.917900719102237	1	25	5	4	0.0249173077667848
1788__WILDTYPE_SNP_INDIV	0.198868536223927	0.655635685139958	0.757848291653149	1	26	5	4	0.0373043443103794
2339__WILDTYPE_SNP_INDIV	2.24949776471385	0.133657775941554	0.234866278308998	1	26	5	4	0.182369807553942
2145__WILDTYPE_SNP_INDIV	42.4898516635612	7.10499121773647e-11	2.56741261597304e-09	1	26	5	4	-0.855681126850748
3082__WILDTYPE_SNP_INDIV	39.5721579987548	3.16158732829522e-10	9.93110372535086e-09	1	26	5	4	0.75184032804298
